timestamp,ch,can_id,type,dlc,data_hex
2026-07-05 16:43:33.328,CAN1,003,FD,10,73 09 00 AE BC BB 55 3E DA BF 00 00 30 59 65 01
2026-07-05 16:43:33.553,CAN1,003,FD,10,73 09 00 AF BC BB 55 3E D2 BF 00 00 30 67 65 01
2026-07-05 16:43:33.777,CAN1,003,FD,10,73 09 00 B0 BC BB 55 3E EC BF 00 00 30 41 65 01
2026-07-05 16:43:34.003,CAN1,003,FD,10,73 09 00 B1 BC BB 55 3E DF BF 00 00 30 8B 65 01
2026-07-05 16:43:34.227,CAN1,003,FD,10,73 09 00 B2 BC BB 55 3E B1 BF 00 00 30 38 65 01
2026-07-05 16:43:34.452,CAN1,003,FD,10,73 09 00 B3 BC BB 55 3E 90 BF 00 00 30 0D 65 01
2026-07-05 16:43:34.676,CAN1,003,FD,10,73 09 00 B4 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:34.902,CAN1,003,FD,10,73 09 00 B5 BC BB 55 3E 8A BF 00 00 30 CC 65 01
2026-07-05 16:43:35.126,CAN1,003,FD,10,73 09 00 B6 BC BB 55 3E 81 BF 00 00 30 BC 65 01
2026-07-05 16:43:35.351,CAN1,003,FD,10,73 09 00 B7 BC BB 55 3E 7E BF 00 00 30 75 65 01
2026-07-05 16:43:35.575,CAN1,003,FD,10,73 09 00 B8 BC BB 55 3E 9F BF 00 00 30 62 65 01
2026-07-05 16:43:35.801,CAN1,003,FD,10,73 09 00 B9 BC BB 55 3E AC BF 00 00 30 A8 65 01
2026-07-05 16:43:36.025,CAN1,003,FD,10,73 09 00 BA BC BB 55 3E AA BF 00 00 30 34 65 01
2026-07-05 16:43:36.250,CAN1,003,FD,10,73 09 00 BB BC BB 55 3E 9F BF 00 00 30 62 65 01
2026-07-05 16:43:36.474,CAN1,003,FD,10,73 09 00 BC BC BB 55 3E 93 BF 00 00 30 43 65 01
2026-07-05 16:43:36.700,CAN1,003,FD,10,73 09 00 BD BC BB 55 3E 7C BF 00 00 30 F6 65 01
2026-07-05 16:43:36.924,CAN1,003,FD,10,73 09 00 BE BC BB 55 3E 8E BF 00 00 30 D3 65 01
2026-07-05 16:43:37.148,CAN1,003,FD,10,73 09 00 BF BC BB 55 3E 8B BF 00 00 30 01 65 01
2026-07-05 16:43:37.372,CAN1,003,FD,10,73 09 00 C0 BC BB 55 3E 91 BF 00 00 30 C0 65 01
2026-07-05 16:43:37.598,CAN1,003,FD,10,73 09 00 C1 BC BB 55 3E 8A BF 00 00 30 CC 65 01
2026-07-05 16:43:37.823,CAN1,003,FD,10,73 09 00 C2 BC BB 55 3E 8C BF 00 00 30 50 65 01
